"A","B","C"
2.4,34.5,11.8
2.41496512854217,34.5110037197679,11.8268047374542
2.41289754262835,34.5665536914606,11.8923905704458
2.41832831138777,34.6752411695739,11.7923522160293
2.41345128253163,34.9091465558498,11.9813082268777
2.42103047373819,34.8783553815355,11.9579000002089
2.43622034819269,34.8951386408507,12.0362518262434
2.43326608141074,34.4030209123827,12.0514720858063
2.45054445145647,34.5072090155789,12.0284280265989
2.44409123645817,34.7354907240059,11.9264731703028
2.46520188565729,34.5794862147612,11.9073295673497
2.48255098339212,34.5656782408232,11.8783945471148
2.50371101747841,34.9201550911497,12.0540773163416
2.50444955815299,34.9895245548527,12.1130682476983
2.50907898933252,35.0781910911368,12.0535816855377
2.53111779246834,35.0621268869071,12.0564622775307
2.53211645241432,35.1021938076103,12.1461120080356
2.52739442482443,35.1851507442393,12.1177849307765
2.52422222414964,35.3914308270708,12.098503324282
2.51999249199637,35.1563946322805,12.0225845933106
2.51146966112745,35.2238422306377,12.067632463435
2.507904556452,35.2935325542752,12.1788355206755
2.51925431113192,35.2866000509168,12.236115053702
2.51064170332347,35.5639963664006,12.2129069071776
2.49321641309438,35.4453329974651,12.277952365892
2.47447897295965,35.2883459888801,12.1848237574329
2.45947078705636,35.2134791902954,12.0994566091112
2.46644584152517,35.2711511889602,12.1411491686336
2.48416545601125,35.4135513715554,12.2521920350379
2.49215202209336,35.5291948943459,12.3048755145673
2.47807095311952,35.2528757626595,12.2629980214983
2.49259133284938,35.2659621878135,12.2361107951859
2.47278727105592,34.9700352871175,12.2357567564363
2.4811901220647,35.0121556867624,12.2389528762214
2.46461807982697,34.8609412911409,12.3705473273532
2.42572855741142,34.9261818001627,12.3066587546162
2.43386204886042,34.9556178920559,12.3259409302737
2.4296063795329,34.9246815891237,12.3135321547628
2.41479755190121,34.9655485909871,12.3189883001709
2.42735815424089,34.7893060842096,12.1131417978708
2.42698271115031,34.9809099313362,12.0858623975687
2.41932612074537,34.7923248898688,12.0856518265901
2.42734118398537,35.0154682835332,12.1686359882784
2.41925526278842,34.7929746894462,12.1676431748012
2.39722801942428,34.6466939759075,12.1807684994323
2.39826067050332,34.7556974096572,12.1991664198245
2.3967301863973,34.6808484960006,12.4994597675803
2.38436177256627,34.0394396670408,12.2522178122051
2.37840126419619,34.0692402109637,12.4081881194145
2.36149116194055,34.1452633817645,12.3271801149808
2.36854090366218,34.3216644606343,12.3624160541525
2.37145119603738,35.1898406630247,12.3991104480373
2.35450942418071,35.3543967782881,12.4630023731365
2.35044264542357,36.152868433171,12.4672637173836
2.34139775002648,36.4122547563601,12.4776037215651
2.35089362595361,36.3708297013603,12.4533869164544
2.35325157815227,36.635612605884,12.470615081641
2.35655410337929,36.1840691172554,12.3503383672515
2.36031369006377,36.295582599891,12.4152181810041
2.35098755795372,36.519578043018,12.6765452323194
2.35774652142765,36.7132626233463,12.8109505763682
2.35532904844754,36.0749235443977,12.6300955235596
2.33585761004589,35.9619971668139,12.5288318452976
2.32353196900189,36.0947806292186,12.5425216581106
2.34368933800601,36.0198791867496,12.4976751071417
2.35412743332067,35.9495278573562,12.4377356111379
2.35911468163541,35.7999466860257,12.4885465657537
2.33669547175738,35.6421353001942,12.4096752504911
2.33113613582777,35.6537622652004,12.4171586313487
2.31814619794174,36.0292881150746,12.3445901632233
2.30854632580727,35.8415726592517,12.1886800491713
2.29961970193011,36.1408678043125,12.1024353009661
2.29041910015595,35.7679458566733,12.0515869295642
2.28721800622864,35.9325707962967,12.1297805124917
2.28858659912506,36.0036902442411,12.231070316447
2.29197658326875,36.0328062161691,12.28594043507
2.29930815436875,36.4216094861958,12.2326885146972
2.28183169795368,36.4225916200825,12.2240312673561
2.27218479016764,36.4366299211831,12.2227297007969
2.28781794928268,36.2428567863728,12.2450321093101
2.2979630127949,36.4148375416874,11.9980041852907
2.28747590011484,36.5265180030255,12.0642939311294
2.31493571419187,36.8026947065254,12.1032164739312
2.3226181856084,36.9497923761597,12.1260536745928
2.30418656817063,36.707344065031,11.999506939662
2.30519374881171,36.447639667162,12.031563525223
2.30300801281858,36.3558683069027,12.0264635324733
2.31074764534197,36.453608155221,11.9322354945552
2.31314447924196,36.39256115436,11.9990200631152
2.31482208907453,36.5230521075373,12.0543781049179
2.32509923193183,36.6670052722443,12.1048404887367
2.31430915692687,36.5855490277981,12.0589833275638
2.32052613059118,36.7957840981637,12.0398771646544
2.32700516086939,36.810529166109,12.0865705546553
2.32066964521176,36.76836169967,12.0768738090664
2.3166700967955,36.8388976735631,12.0513732859277
2.3298307908207,36.9959987851111,12.0477513208668
2.32620973944416,37.2684968282313,12.0382108941499
2.3218360385081,37.0475071249027,12.0342332575156
2.3133564332161,36.9656644409838,12.0564993523465
2.33005063409421,37.1129281658657,12.035082552159
2.32408070270615,37.1408017764271,12.0093170841893
2.3250520482261,37.2768685786159,12.021519277961
2.32448985850302,37.3126412982667,12.0211645428863
2.32082611060766,37.14392853137,12.0105691237352
2.33502794843432,36.9529238536187,11.9712049524011
2.32983928964626,36.892811496648,12.0345970796754
2.32575949891654,36.7437659803624,11.9680035610016
2.33070479266931,36.5775940219405,11.9368261583108
2.33634700194109,36.677981167679,11.9763749764738
2.32541980357995,36.5569837808777,11.891086744792
2.31724565331897,36.4322847000886,11.8799612878329
2.32661502359208,36.5150607275825,11.9129316666669
2.31647607152255,36.4083522462116,11.9831470962473
2.30231814677041,36.3085760887811,11.9742907506218
2.30223456167576,36.3996403255916,11.9408466620327
2.31521812795059,36.9000451314557,11.9774836862413
2.30751820508044,37.0995249339236,11.9977748560459
2.30706277558755,36.9473343754111,12.0230574233227
2.31777336748191,37.2796679436226,11.9525133733835
2.32760562721877,37.2550667548711,11.9569101402832
2.32787693619992,37.1086193855232,11.9041167605001
2.32424283587988,37.134560558742,11.9362626978868
2.32814342759017,37.4665440618605,12.0096881012224
2.33159445736926,37.5113828344258,12.0458253231557
2.33295433392469,37.3895361873353,12.052748119738
2.34119640761074,37.426843573907,11.9475163776002
2.3455256944982,37.5214740974844,11.9578369352717
2.33484895040469,37.4100863506624,11.9676655747159
2.34194684764469,37.181830151739,11.989152092706
2.31663673493796,36.9086688999111,11.9442507348927
2.31968067263231,36.7627998141156,11.8837351794787
2.30934344341796,36.6570029849615,11.8243393697011
2.32301193043529,36.8422589175789,11.5434692298988
2.32045863007672,37.1191215144022,11.6082627162342
2.32828746668575,37.3158873024434,11.6848191104517
2.33497822020737,37.7155380823303,11.6425599123302
2.33372094782046,37.8823536600966,11.7548254552495
2.32050498854275,37.5339460564719,11.7108936600722
2.30884614750574,37.601536927015,11.6650302227
2.3192268223674,37.6490296579162,11.7013830119083
2.33955413275037,37.8508151008659,11.804953617259
2.33069533552515,37.9913149654089,11.7804462805649
2.32798178785514,37.8074223630361,11.7566360611297
2.32888385152655,37.7959283547367,11.9007030190955
2.35302724084228,38.3348022918161,11.8550689791942
2.36138660750462,38.552771191756,11.8200424798709
2.35537812411806,38.7668716863317,11.8423090190412
2.32330096266199,38.254597785227,11.6608716448642
2.308530834637,38.5948788013754,11.5941310853567
2.31668544564043,38.78667617088,11.7961345206726
2.31447919496327,38.3689832362249,11.8600211438267
2.30979927579046,38.4356192868513,11.906573934459
2.2833589401409,38.2954133342387,11.8691519258006
2.28012035871631,38.2047439126175,11.8770869227991
2.2708464571467,38.2899281672912,11.8934615914131
2.28319367521007,38.4052985770129,11.7868609717734
2.28895889415838,38.608461046036,11.8757659183093
2.29772399979271,38.856597866221,11.9249896064188
2.3014084770402,38.9427134016634,11.940219608696
2.30353717370959,39.026248381179,11.8973100593047
2.309335575706,38.7120272018288,12.0779108801419
2.30978808426756,38.9920046366898,11.9915817722502
2.3267361290438,38.8874540649747,12.0133058332468
2.33274961748814,38.6570864773423,12.0279990770796
2.32930228715734,38.649793170496,11.9934132086162
2.32746871495629,38.9275725742619,12.0391185695195
2.3088537311569,39.0355956638259,11.8208418925372
2.29255346333725,38.8706959099912,11.31929710342
2.28882754906482,38.8607951426094,11.3215831599361
2.28399144732637,39.0134222010601,11.3675011625526
2.26274485066682,38.7378356575829,11.2186678397972
2.27177387828125,38.7138936520334,11.3513516152342
2.2748683401577,38.7917466950262,11.3763559389843
2.26828919835758,38.6604929964239,11.1936868389969
2.27520528903886,38.5377569362873,11.2476003226659
2.28382704881697,38.4577526481358,11.2208540382195
2.2870592327734,38.2517908777448,11.1465302569181
2.29392879203064,38.3490819153642,11.0980232539002
2.30083183461664,38.1621439532507,11.0283367448457
2.31468432066633,38.3460464412425,11.1410125134541
2.32001350787252,38.2397694281486,11.1100394079982
2.32355084292928,38.4313629832719,11.1336627980347
2.3233320719358,38.510412429189,11.0081464846325
2.3339160987461,38.8770010299293,11.1857780473731
2.33295158890451,39.2397999387242,11.2810771566363
2.33451460660159,39.7832138394584,11.5352892434712
2.34561703432986,39.8600015486076,11.7075897163471
2.31921991945256,39.4892466137809,11.5307512355317
2.30557928665563,39.5303218445744,11.4894986971541
2.30203989439662,39.6300859162098,11.5064575091728
2.30469559774225,39.5067746345366,11.5277308725774
2.31230887512274,39.341849920179,11.5869733208692
2.31466707359567,39.3731268047165,11.672548447657
2.30661317827491,40.21396849982,11.7345301543828
2.29698571679081,40.7385630332586,11.7043267665648
2.30735924810905,40.6493748920628,11.7307809404661
2.30282113886715,40.5391009703818,11.715897091054
2.29510271044768,40.4845822495652,11.8170967759377
2.28031155126734,40.2438277128707,11.6255244643117
2.28806201056664,40.0506980479351,11.560824396143
2.2743567959495,40.1774035387508,11.6690524170903
2.28782318116359,40.1677944597533,11.827988847077
2.28827469705368,40.2203177087022,11.9322741682442
2.31670190260302,40.3657887285601,11.9995450234305
2.31140187557914,40.1440476844748,12.1134889681401
2.30437951720514,40.2148090505366,12.0740734081172
2.26558570583885,40.0437102001795,11.9901569144277
2.27471515897781,39.833696438907,11.9481465200871
2.25492700410749,39.7424080637378,11.8920357783654
2.26426656341057,39.7119988152231,11.9488765935941
2.25835420742144,39.7968438268807,11.4855027505166
2.22880947788547,39.5511820373279,11.4408259849279
2.24139616615747,39.6720685635855,11.599413653409
2.24717177743559,39.9955801384631,11.55904916683
2.25472576412305,40.094234422753,11.6114238069125
2.23374051869424,40.1072811927735,11.5324405518452
2.244114374994,40.1581018284766,11.5600653205875
2.20518792243693,38.9482201051946,11.3998020315907
2.20445582354235,39.3452278736697,11.6697870670662
2.21785963349325,39.3223606287911,11.5752155432224
2.18916948702568,39.2149039753907,11.5055099383586
2.19194686113179,39.5954258304639,11.5307495721118
2.17809722112155,39.8529578900267,11.4839210693805
2.18309551070608,39.8232838622283,11.5830451623864
2.20780831865336,39.3136659946007,11.8008557249958
2.20258671312533,39.4347924168302,11.7332506284597
2.21819253442479,39.2160311223816,11.8477730127228
2.25302537448021,39.1463897574308,11.9560876131734
2.24725981125139,39.0501586963287,11.8214620153354
2.26088354384582,39.3028438444411,11.8293762542513
2.26127675447821,39.5210036657455,11.9395240605262
2.25941119663435,39.4383323687971,11.7920780433691
2.25141603294195,39.893537246988,11.6489313727845
2.24093042007123,39.9796928084107,11.4989964834248
2.26189632329961,40.3076394075571,11.5118251835625
2.24030246749467,40.0872779311992,11.4432731871381
2.22449144009029,40.2752986276423,11.465333969066
2.2408902782386,40.4146941770227,11.4838449967728
2.23716859283311,39.5617640095522,11.5731318062005
2.23508108288959,39.1237516048497,11.4475551283387
2.25294059242834,39.6986758278934,11.4929587498357
2.24965001996316,39.5070249508104,11.3195226970262
2.24777700287662,40.3229344542262,11.0722028386758
2.25306863169153,40.38497552923,11.1299894866043
2.23705473219862,40.0366140796667,11.0966363762872
2.23436351002557,39.7945013741526,11.2028997587651
2.24202584907475,40.5578617551598,11.1972841556148
2.25036032664749,40.9184738003263,11.2698973795221
2.24736213555146,40.6174857479836,11.1552460521555
2.23700225857241,40.5673798879562,11.0838538674861
2.24449222902732,40.8020629416458,11.0774753885412
2.2391953211835,41.0275071708939,11.074053978789
2.22280294731762,41.3530094175955,11.0729567958735
2.22642573773085,41.4399195709429,11.0149441868902
2.22449465256682,41.5578588702735,10.9721660534847
2.22821447897731,41.6229515679668,11.0419053501419
2.23791877639857,41.821848288519,10.9671596544594
2.23521527222764,42.4204787257046,10.9514722274502
2.23507799708045,42.222586633938,10.9474955419455
2.25452949494327,42.5780528678102,11.0092449400216
2.25574587016165,42.6516681888047,11.0717888309064
2.27612464939368,42.5264248078375,11.1759143478745
2.2948738573678,42.8527844217121,11.2403874667522
2.30227252693687,42.8212006408926,11.2182685711185
2.3159620729303,42.8174125525894,11.3620346862822
2.31114400862016,43.0308617860972,11.3826905791381
2.29918190643569,43.0113570665831,11.3509370028614
2.30311104475136,42.9927933687264,11.438851142296
2.30154314471904,43.1423151869071,11.4062712579957
2.31529708579957,43.3925923882556,11.4301938271894
2.30384016865338,43.1730951854531,11.3484842123664
2.30314707064007,43.0050451664823,11.3571959228023
2.30262444742989,43.1533209149799,11.362787189064
2.29950058422925,43.4489072535695,11.3545957522928
2.29131529200849,43.760270969248,11.3931471955822
2.29523787635431,43.6944321343858,11.3723164928683
2.31066956359166,43.661981825068,11.3656328104245
2.31871221845569,43.9029969320675,11.3900141604862
2.31233932711847,43.8807026154504,11.4416542242672
2.32610358810851,44.1373533148972,11.4531283109375
2.31072356589541,44.1713516354791,11.6391475583477
2.29314162081219,43.8594945329679,11.5303532585959
2.33764608486304,44.7869644191516,11.6546855127525
2.34539771561547,44.8020316841825,11.7001841113127
2.36623393253983,44.6258330910358,11.6931141653555
2.38507362899518,44.7761040242907,11.6513133325133
2.39366063081278,44.8541917425473,11.7365322927616
2.40383513958463,44.6799046282631,11.7572108025967
2.41432187582324,44.9268311062931,11.7056813262131
2.42577924729815,44.8688203516725,11.6417053963071
2.43452711507083,44.9933347335434,11.6393317565825
2.43063905605972,45.0497158468817,11.6815787346588
2.42498018402545,45.0203485501726,11.6116218208163
2.42710164001068,45.5771712396443,11.6419114753324
2.43576093241236,44.9886496027461,11.641109929742
2.44242794743539,45.0199668570955,11.6117989557247
2.43136598815653,45.1845452594763,11.6139774724701
2.41804781046281,45.2321759213447,11.5567725091725
2.42947106853603,45.4599424101618,11.5579552580618
2.41883969287218,44.8281650342176,11.4789993484544
2.43451869665638,44.792096429961,11.5492355616125
2.42751559179488,44.198697811633,11.5300522250059
2.42175681689207,44.1471016076684,11.426807059791
2.44172018298628,45.0491961065406,11.4652876046486
2.45059271250078,45.5915632979339,11.4364163683723
2.45207049315401,45.7538097964388,11.4525971180449
2.4498502680401,45.9322056401448,11.4225101128854
2.4542112536439,46.2349831614833,11.3427384426584
2.45026822780469,46.7667509794998,11.254799016563
2.44724850895435,46.6299532085649,11.2639144155408
2.45178068162948,46.7004794034603,11.2682710688216
2.41483477249701,45.8321201823942,11.1846616653558
2.40796940610311,46.2050357139897,11.1637171110461
2.41827145597938,46.2420954229129,11.1896779035627
2.41144351200656,46.2100756235809,11.0990420475148
2.42233218417324,45.6899567485562,11.2140536203596
2.40631155455136,45.3685161571557,11.061532185562
2.41521263182599,45.2175169710802,11.0156898578607
2.42956030110216,45.2030873524681,10.9428813017935
2.43029579731154,45.2800465836982,10.9736841031434
2.44217210962438,45.35935594106,11.0232239535922
2.44217612350206,45.341248667403,11.0407409596871
2.41168183761951,45.066250818706,11.0398491210832
2.43388466867197,45.0417679244584,10.9920259827706
2.40885266302901,45.1103979057702,10.9968540638865
2.42029256662355,45.1617965195787,11.0439212943571
2.44118887903822,44.9580140133269,11.0874696370001
2.45783530134138,45.0655498870479,11.1330542235827
2.4557141267617,45.2587409639076,11.1624489629408
2.45419135103751,45.1516498262634,11.2185257705333
2.47286451282616,45.5015228860758,11.1880197414942
2.4560364737154,44.9763295818345,11.2438325370631
2.47190135266218,45.1158775046011,11.1907066174541
2.44985586233329,44.6868838102809,11.1240279534792
2.45369978312794,44.4150589894875,11.1348307678007
2.45775131186143,44.2174874367417,11.0634700778698
2.46822276076304,44.4537083323891,10.9972845147859
2.48467822377476,44.7890976294142,10.9538197912811
2.46922035423231,43.907899296151,10.9763876782267
2.48154122291315,44.4046403923845,10.9860311687837
2.47815176364071,44.8189762315176,11.0612435566828
2.48681369723081,44.8067394397284,10.9627110014154
2.47348011958957,44.6881948595367,10.9362998028308
2.47627925533342,45.2053649053573,10.9626428561678
2.48256511739661,45.275131887106,10.9282693395157
2.49430760036382,44.8455862258735,10.9594752773727
2.48610380849256,44.7325080316,10.9550479748282
2.51254076618189,45.15371848251,11.0254639551952
2.49739960547735,44.8228891257032,11.0135239829928
2.50226261718984,44.7546719177106,11.0288288594879
2.48874627346476,44.1283400764011,11.0462704755784
2.48107230067758,44.5254972377959,11.0446612782217
2.47408979389844,44.3475580558515,11.023004236482
2.47015294585988,44.6205916762648,11.1123060231531
2.46464897609509,44.5343251163977,11.1626252578576
2.46129339462514,44.515017717197,11.2333285046169
2.43537244514913,43.8278435233634,10.9953958542171
2.41726472097221,43.4926361253893,10.9518104307834
2.42077757494662,43.0323848378659,11.0997995339399
2.41818625782031,43.018693951281,11.1825594782827
2.42101496443688,42.7902964520033,11.207617775515
2.44646581999653,43.3763845087897,11.2833461987389
2.42851203616681,43.0778021282327,11.3455820528866
2.4046017952721,42.5011256151335,11.2068012726789
2.4032876461801,42.0701142620309,11.2993832622994
2.40194148577703,42.1131580318357,11.2335073448171
2.39058317971387,42.1219953122955,11.1802628558746
2.38739617032842,41.9600302194323,11.196743214011
2.36676379362479,41.8059133489848,11.2041758886131
2.33187238020328,41.6995822478818,10.9577657999452
2.34168953030482,41.8350730960936,10.9025384032368
2.31907704442526,40.6216511621561,10.8709430168181
2.29447747516581,39.966088565638,10.8415791645235
2.28434556935353,40.0750128172517,10.7392190271812
2.29669453778183,39.9596478346346,10.7511098343453
2.32173575972256,40.7166911379601,10.7688596184075
2.29192609370119,39.7598907895606,10.7364811589839
2.30346098861286,39.495167575634,10.7632766443202
2.32472931131606,39.0572357407037,10.7442508920898
2.32343604964908,38.4342800607248,10.8552090010765
2.33313775545808,38.2653155033495,10.8030353721601
2.33368420615475,37.9510859161363,10.8355545287954
2.3367503975229,37.2360785527305,11.1033680063519
2.34134631197732,37.3156669188588,11.3316701716169
2.34959629713341,37.3117088664085,11.3579021716105
2.36645229981647,37.4956465146931,11.495726919407
2.39668580587823,37.5094830585874,11.6035759828836
2.41447472527891,37.6221404256503,11.6127994602956
2.44892813891474,38.0690548803021,11.776685626399
2.4395144672605,38.0445440870365,11.8414382214067
2.4584569125035,38.013059775953,11.9267903953333
2.47833473046674,37.8197362655604,12.0393790922958
2.47790426072767,37.7001347281985,12.0553551336734
2.45398607459667,37.7016991864818,11.9420178954405
2.44815597266607,37.3457517946832,11.821340749898
2.46071738386738,37.4115608656625,11.8402529386237
2.46603897267786,37.4652222749235,11.8339118839775
2.45991131440539,37.4943642493696,11.8042594249813
2.45923923711314,37.9636009797666,11.7410333346719
2.44643166501876,37.5235190818579,11.634712603495
2.43569580415625,37.133075034662,11.7096430789529
2.42326950444211,37.2493870433971,11.6889366571227
2.43406522456063,37.4444535901486,11.7431827611413
2.43936219403313,37.3341316813539,11.6936719209096
2.4371419657071,37.3082175761113,11.6801182217837
2.44888637036998,37.8586321375949,11.7277906130725
2.44665981533167,37.6596212139159,11.620306902523
2.44483739222945,38.097767180643,11.6112538221519
2.450856062404,38.1412415668998,11.5642235193604
2.45071156403577,37.861445383401,11.6948568838817
2.47156597457737,38.4654329729004,11.7556336809011
2.48346248789358,38.4048127817283,11.7052690860651
2.47952738071914,37.9152411583013,11.6977141802599
2.48980072776945,38.0129524980645,11.7799266733683
2.48739173435506,38.2300248491928,11.8300336878924
2.49646905630976,38.0792521792048,11.9590686945949
2.48911901970675,38.132394841627,11.9912492884741
2.48638116215624,38.4305960494727,12.003864001407
2.48953191146878,38.3860056320435,12.0402074668756
2.4967440382592,38.7448783046803,11.9766888694188
2.48670826315353,38.9356646238956,11.8856497330566
2.46658602960591,38.7320269748673,11.8179358427956
2.45748708236805,38.7364398045498,11.8374080957929
2.46781693191414,38.7176759834368,11.8391959255009
2.43956797958185,38.6959983881799,11.9397484301801
2.44077156782184,38.3248535743973,11.9609162994484
2.4465888016701,38.6842059760775,11.956959781119
2.44599298482711,38.7947750318478,11.9646257595285
2.45477188746519,38.8513018118274,12.0650191569789
2.45935554959864,38.9385461825558,12.2620886288977
2.45521597006519,38.659395020364,12.281870775057
2.45821426414196,38.6121007747731,12.3087101437194
2.48628753677788,38.8413837344802,12.3497619388264
2.51025970749654,38.7494467693031,12.2696943153335
2.51881139424821,38.9582842577519,12.3985994995944
2.51622782366967,39.2859054699637,12.3181214250598
2.52887653527835,39.5785684464043,12.3038849400826
2.54151096763225,39.8332260818355,12.3080288700618
2.54201403020764,40.094963789979,12.3051793490179
2.5452162161261,39.1839343331562,12.3417060332015
2.54819244170739,38.8942253691123,12.3544803819595
2.53630456049166,38.8890496433838,12.3717329535286
2.5346250913458,39.2249338024694,12.4516882895583
2.53077081035051,38.1352343658491,12.3475058525066
2.50268738877749,37.7089552711137,12.1957603662603
2.49301822034843,37.3425391294767,12.2035846655018
2.51111238255328,37.394842253443,12.253933665586
2.51454777272354,37.2369925920751,12.2706554940036
2.51935487840462,37.4307757992637,12.2880861133294
2.52728990784826,37.6338983058919,12.3147278104226
2.51912677741222,37.8073656366401,12.4544457123527
2.52116373966332,37.8369051535117,12.4652066802257
2.51574576068965,37.6527429285654,12.4038287947426
2.53517832950747,37.6627668512464,12.4067182819904
2.55047720100779,38.5136801767564,12.5731476603253
2.56844913176845,38.8677432194927,12.5984383394103
2.57561887028309,39.1424120788238,12.7410640382408
2.56620231776186,39.2898543681861,12.7070913183678
2.57507545423443,39.3472695639429,12.7093335262441
2.57952248814134,39.4089993537194,12.6071870718575
2.58198376040314,39.3426133748029,12.7216001259352
2.59641639353392,39.3907361723921,12.6617253257776
2.6002132618266,39.0546780214107,12.7218382604201
2.6180658385203,39.0612425685542,12.7175314820637
2.61812292956574,38.8611682800503,12.7523458358627
2.62041863445025,38.7254671684381,12.5824685532019
2.61426348871894,38.3229210094616,12.5199484904437
2.60898231110696,38.6516765391309,12.6384522548971
2.60286030093215,38.5515014995769,12.749444250459
2.60432925615763,39.0680358616106,12.7458605926015
2.60328222019362,39.1096757183332,12.7343622729084
2.60577086290631,39.1899215839519,12.9202155446845
2.6225680299688,39.3556267315033,12.9247902702089
2.62350382032814,39.509780312027,12.8842088386255
2.6393422287195,39.8900718854902,13.1102999606859
2.64585896766531,39.7026170350774,13.2040743910717
2.65529292539382,39.4314302416453,13.116668432037
2.63190855246148,39.4684116933887,12.932529760446
2.63058095433795,39.4643719893008,12.9458872336995
2.61834703261245,39.4765690034103,12.8620141283616
2.63033308468726,39.4513277060389,12.9222903780481
2.63180928360382,39.2965735797425,12.8910741541784
2.63834165454723,39.5473862492226,12.9220027520241
2.64545041314698,40.0537661260211,12.7197586058516
2.64499692582946,40.239055591729,12.6631309865207
2.65145415935725,40.4732814939143,12.667979916116
2.64387936797648,40.3474389714217,12.5132104156271
2.62983186688451,40.1733640264471,12.6071146945526
2.6279538885566,40.3417239941058,12.5788971831948
2.6253284498562,40.0777479965524,12.5313668688793
2.62608117033933,40.0777777735828,12.6535835140161
2.62123895626817,39.8097639488908,12.6029860612799
2.61891516863999,39.7905351006991,12.6744962088516
2.61015920230149,39.6748716773418,12.6776638927929
2.61542063921446,39.5585989515792,12.6914014658368
2.62267891149484,39.5993901528968,12.6334579109686
2.63320369924407,39.6292513461633,12.7057628808862
2.64846231787231,39.770526813503,12.7253363562609
2.67525352832931,40.3795330538025,12.741558728039
2.66001476181203,40.0619882412852,12.7090564428837
2.66513728798823,39.744161429908,12.8714535658292
2.66392076539208,39.7968463231433,12.8589873491958
2.65508371442758,40.047050003496,12.8890076732362
2.65401794523321,39.6617211528254,12.7964402696803
2.66031062185558,40.1392709847748,12.8472537908539
2.66977687135193,40.3839037852014,12.9124670196284
2.67855102239427,40.6655998856805,12.9790127144588
2.66623070727612,41.0753633676356,12.9776975477044
2.67347440294054,41.1712218313119,13.354396414838
2.66899729737943,40.8400387741533,13.078602601534
2.68156242604441,41.0865006918137,13.2021353456273
2.69426108082247,41.3673497529758,13.2238975617533
2.72035752113241,41.6578092544211,13.4216095319907
2.70695883581447,41.8342393598271,13.4037275346268
2.70973036561864,41.5155105821413,13.3297049846645
2.71101177290076,41.5317361560451,13.3809493491267
2.71235918619503,41.1769297811619,13.4039088654408
2.71623653087063,40.9988318109139,13.5005581390334
2.70166637391716,40.9016912334742,13.4673940112857
2.70699953443375,41.012214610103,13.4615738282832
2.70690297969353,40.9520018014588,13.4430475756231
2.70966903778533,40.8171596696804,13.4630586704736
2.71880181146448,40.6565462830592,13.5208253681635
2.72023635890987,40.5763897388202,13.5748142854867
2.71165882118762,40.1433834553059,13.45082981382
2.7251975703782,39.7709596770705,13.3811480674712
2.72281291147296,39.3449886504592,13.2236147675178
2.72314663684129,39.213748280689,13.3898879092892
2.6972653565116,39.1205882576767,13.334614543592
2.69507884088796,39.07860704901,13.2488878443937
2.70690990869892,38.9829055477448,13.4130615578
2.69899948674651,38.7700047730104,13.3769875869655
2.72508296872679,38.9897191599183,13.4300101640842
2.73041144802141,39.0272751462714,13.4295115406668
2.7231971993626,39.0741614081422,13.3966386105073
2.7112542410375,39.0649336177867,13.4001855856152
2.69352710893699,39.1436667046202,13.4302906621405
2.70120399906163,38.6142886095781,13.4441568010519
2.70745776901308,38.730437181018,13.4376863045011
2.69326311871701,38.7272988578364,13.61293149074
2.69606920414855,38.805505891384,13.618243326646
2.70239501444238,38.9942747311202,13.5257766622817
2.72795526162543,39.2659699352497,13.6030791487539
2.73385011486912,39.4165527775671,13.6590193492261
2.74631054718446,39.3463917781995,13.7658432535267
2.73994521665199,38.5001250598286,13.7722724720063
2.75021376253975,39.1784059595204,14.0136809626838
2.71452478654025,39.6834984961565,14.1235702197352
2.70703077695168,39.8615461938781,14.2560682424456
2.70954492330969,39.8111114101564,14.3181809704293
2.67536231345942,36.8654396652443,14.181282449254
2.68414213826267,37.9647149500956,14.0723527661091
2.68408955380629,37.8666580988342,13.9706239492851
2.69779002794819,37.528391760613,13.9950333729577
2.69659326937862,37.7225839511488,13.9931031822224
2.695994501061,37.101620585238,13.9562807174011
2.70391884498973,37.315046475889,14.0384748784373
2.70481992196974,37.1671799344122,14.087811770244
2.71082329258914,36.7379483806941,13.9651784191451
2.72284769516863,36.9268471559808,14.0509669677929
2.72381374458266,36.8908810173814,14.0102234202955
2.72635666071011,36.9593194429146,14.0761124917995
